Parameter Sets,Stats,Variance Ratio,SVM Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,Random Classifier Accuracy
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.293395522388059), 'Normal Variance': np.float64(1248.3838817540097), 'Normal Steady State Time': 10.0}",2.3699999999999988,0.55,0.6125,0.6125,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9860.861615236225), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.5109328358208955), 'Stressed Variance': np.float64(3509.3021939059367), 'Stressed Steady State Time': 10.0}",2.3699999999999988,0.6625,0.575,0.475,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.349029850746269), 'Normal Variance': np.float64(1353.3851930886613), 'Normal Steady State Time': 10.0}",2.3699999999999988,0.6625,0.575,0.475,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9860.861615236225), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.869253731343283), 'Stressed Variance': np.float64(3144.373054666964), 'Stressed Steady State Time': 10.0}",2.3699999999999988,0.65,0.6125,0.55,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.142201492537313), 'Normal Variance': np.float64(1173.2239951534305), 'Normal Steady State Time': 10.0}",2.3699999999999988,0.65,0.6125,0.55,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.07044776119403), 'Stressed Variance': np.float64(2393.1572012920474), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.7,0.6125,0.65,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.191417910447761), 'Normal Variance': np.float64(1147.5152248552017), 'Normal Steady State Time': 10.0}",2.379999999999999,0.7,0.6125,0.65,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.297985074626865), 'Stressed Variance': np.float64(2834.5293392236576), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.5875,0.5875,0.6125,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.246194029850746), 'Normal Variance': np.float64(1185.799388499666), 'Normal Steady State Time': 10.0}",2.379999999999999,0.5875,0.5875,0.6125,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.43160447761194), 'Stressed Variance': np.float64(2676.9836056346066), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.65,0.725,0.5625,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.291268656716418), 'Normal Variance': np.float64(1319.824640181555), 'Normal Steady State Time': 10.0}",2.379999999999999,0.65,0.725,0.5625,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.769477611940299), 'Stressed Variance': np.float64(2337.4942474883046), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.5875,0.6625,0.5125,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(4.954216417910448), 'Normal Variance': np.float64(1171.2724187889842), 'Normal Steady State Time': 10.0}",2.379999999999999,0.5875,0.6625,0.5125,0.5125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.879402985074627), 'Stressed Variance': np.float64(2260.4438891958116), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.7125,0.6875,0.625,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.043731343283582), 'Normal Variance': np.float64(1110.5514457785698), 'Normal Steady State Time': 10.0}",2.379999999999999,0.7125,0.6875,0.625,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.6540671641791045), 'Stressed Variance': np.float64(2921.4960394283253), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.6,0.6625,0.6125,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.130970149253732), 'Normal Variance': np.float64(1159.3453095065718), 'Normal Steady State Time': 10.0}",2.379999999999999,0.6,0.6625,0.6125,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.590708955223881), 'Stressed Variance': np.float64(2916.1508763630536), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.5625,0.6125,0.575,0.65
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.3772388059701495), 'Normal Variance': np.float64(1351.3409744653597), 'Normal Steady State Time': 10.0}",2.379999999999999,0.5625,0.6125,0.575,0.65
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(4.757723880597015), 'Stressed Variance': np.float64(2284.8146978043546), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.55,0.65,0.5625,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.043320895522388), 'Normal Variance': np.float64(1195.279727777623), 'Normal Steady State Time': 10.0}",2.379999999999999,0.55,0.65,0.5625,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.003134328358209), 'Stressed Variance': np.float64(2342.6764827132997), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.7375,0.7125,0.675,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.131044776119403), 'Normal Variance': np.float64(1126.1029018935176), 'Normal Steady State Time': 10.0}",2.379999999999999,0.7375,0.7125,0.675,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9881.663245774347), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.48705223880597), 'Stressed Variance': np.float64(3007.953712952495), 'Stressed Steady State Time': 10.0}",2.379999999999999,0.7,0.6625,0.6125,0.4375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.257723880597015), 'Normal Variance': np.float64(1241.655630640176), 'Normal Steady State Time': 10.0}",2.379999999999999,0.7,0.6625,0.6125,0.4375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.298171641791045), 'Stressed Variance': np.float64(2683.05292203024), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.7,0.6875,0.625,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.404291044776119), 'Normal Variance': np.float64(1395.0397950197707), 'Normal Steady State Time': 10.0}",2.389999999999999,0.7,0.6875,0.625,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.1317537313432835), 'Stressed Variance': np.float64(2572.869096178157), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.725,0.725,0.525,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.105373134328358), 'Normal Variance': np.float64(1208.0114338159947), 'Normal Steady State Time': 10.0}",2.389999999999999,0.725,0.725,0.525,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.18455223880597), 'Stressed Variance': np.float64(2519.540492709958), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.575,0.6375,0.5125,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.1138432835820895), 'Normal Variance': np.float64(1121.7937188112608), 'Normal Steady State Time': 10.0}",2.389999999999999,0.575,0.6375,0.5125,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.135858208955224), 'Stressed Variance': np.float64(2589.248520159), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.6875,0.6875,0.5125,0.6125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.279291044776119), 'Normal Variance': np.float64(1191.0361383033526), 'Normal Steady State Time': 10.0}",2.389999999999999,0.6875,0.6875,0.5125,0.6125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.6096268656716415), 'Stressed Variance': np.float64(3138.869474487636), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.6125,0.6125,0.5875,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.3234701492537315), 'Normal Variance': np.float64(1331.0458521371686), 'Normal Steady State Time': 10.0}",2.389999999999999,0.6125,0.6125,0.5875,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.216007462686568), 'Stressed Variance': np.float64(2708.8103930148695), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.7375,0.7,0.675,0.4625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.139328358208955), 'Normal Variance': np.float64(1171.3395428324793), 'Normal Steady State Time': 10.0}",2.389999999999999,0.7375,0.7,0.675,0.4625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.409253731343283), 'Stressed Variance': np.float64(2672.9807949654714), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.65,0.675,0.6,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.143320895522388), 'Normal Variance': np.float64(1123.7006158373247), 'Normal Steady State Time': 10.0}",2.389999999999999,0.65,0.675,0.6,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.210820895522388), 'Stressed Variance': np.float64(2581.968838132101), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.5875,0.6625,0.625,0.575
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.168955223880597), 'Normal Variance': np.float64(1168.9972750278457), 'Normal Steady State Time': 10.0}",2.389999999999999,0.5875,0.6625,0.625,0.575
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.492611940298508), 'Stressed Variance': np.float64(2847.1499454165732), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.675,0.6375,0.65,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.272985074626866), 'Normal Variance': np.float64(1318.5413746714191), 'Normal Steady State Time': 10.0}",2.389999999999999,0.675,0.6375,0.65,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9902.421221160084), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.124776119402985), 'Stressed Variance': np.float64(2691.397192114057), 'Stressed Steady State Time': 10.0}",2.389999999999999,0.675,0.625,0.6,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.010186567164179), 'Normal Variance': np.float64(1185.6023216069839), 'Normal Steady State Time': 10.0}",2.389999999999999,0.675,0.625,0.6,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.851305970149253), 'Stressed Variance': np.float64(3009.939569189965), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.5875,0.6625,0.5875,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.003134328358209), 'Normal Variance': np.float64(1098.040587190911), 'Normal Steady State Time': 10.0}",2.399999999999999,0.5875,0.6625,0.5875,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.501156716417911), 'Stressed Variance': np.float64(3035.1005956769327), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.6625,0.525,0.5875,0.55
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.281716417910448), 'Normal Variance': np.float64(1208.0430239195812), 'Normal Steady State Time': 10.0}",2.399999999999999,0.6625,0.525,0.5875,0.55
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.508134328358209), 'Stressed Variance': np.float64(3373.797247265538), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.6,0.65,0.625,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.268208955223881), 'Normal Variance': np.float64(1318.4908251503678), 'Normal Steady State Time': 10.0}",2.399999999999999,0.6,0.65,0.625,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.513955223880597), 'Stressed Variance': np.float64(2977.101073908443), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.675,0.6,0.55,0.525
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.029962686567164), 'Normal Variance': np.float64(1189.0041395508463), 'Normal Steady State Time': 10.0}",2.399999999999999,0.675,0.6,0.55,0.525
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.049141791044776), 'Stressed Variance': np.float64(3108.808592547059), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.6375,0.6,0.5875,0.475
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.000223880597015), 'Normal Variance': np.float64(1096.3035074125642), 'Normal Steady State Time': 10.0}",2.399999999999999,0.6375,0.6,0.5875,0.475
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.416380597014926), 'Stressed Variance': np.float64(2767.895619735743), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.5625,0.6125,0.575,0.4125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.351940298507463), 'Normal Variance': np.float64(1198.3288245934507), 'Normal Steady State Time': 10.0}",2.399999999999999,0.5625,0.6125,0.575,0.4125
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.493694029850746), 'Stressed Variance': np.float64(3445.4395871004117), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.6625,0.6625,0.6,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.331268656716418), 'Normal Variance': np.float64(1357.4614551069278), 'Normal Steady State Time': 10.0}",2.399999999999999,0.6625,0.6625,0.6,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.4710447761194025), 'Stressed Variance': np.float64(3013.480280997995), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.65,0.525,0.5125,0.5
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.174514925373134), 'Normal Variance': np.float64(1199.9218952870906), 'Normal Steady State Time': 10.0}",2.399999999999999,0.65,0.525,0.5125,0.5
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.824738805970149), 'Stressed Variance': np.float64(3012.217529782524), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.65,0.6125,0.55,0.4875
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.1183208955223884), 'Normal Variance': np.float64(1131.0643210612052), 'Normal Steady State Time': 10.0}",2.399999999999999,0.65,0.6125,0.55,0.4875
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9923.135815094698), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.621007462686567), 'Stressed Variance': np.float64(2979.8887900297955), 'Stressed Steady State Time': 10.0}",2.399999999999999,0.7,0.6375,0.55,0.45
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.2925), 'Normal Variance': np.float64(1186.6059736007462), 'Normal Steady State Time': 10.0}",2.399999999999999,0.7,0.6375,0.55,0.45
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9943.807298431338), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.320522388059701), 'Stressed Variance': np.float64(3158.3641310703943), 'Stressed Steady State Time': 10.0}",2.409999999999999,0.7,0.7125,0.6125,0.5375
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.336492537313433), 'Normal Variance': np.float64(1293.3412503842726), 'Normal Steady State Time': 10.0}",2.409999999999999,0.7,0.7125,0.6125,0.5375
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9943.807298431338), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.781455223880597), 'Stressed Variance': np.float64(3230.3379471360554), 'Stressed Steady State Time': 10.0}",2.409999999999999,0.675,0.5625,0.55,0.5625
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.191716417910448), 'Normal Variance': np.float64(1188.6016776509243), 'Normal Steady State Time': 10.0}",2.409999999999999,0.675,0.5625,0.55,0.5625
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9943.807298431338), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(6.083843283582089), 'Stressed Variance': np.float64(3251.78905239335), 'Stressed Steady State Time': 10.0}",2.409999999999999,0.6375,0.55,0.5375,0.4
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.131305970149254), 'Normal Variance': np.float64(1126.6877960556362), 'Normal Steady State Time': 10.0}",2.409999999999999,0.6375,0.55,0.5375,0.4
"{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': np.float64(9943.807298431338), 'd': 1, 'label': 0}","{'Stressed Mean': np.float64(5.347761194029851), 'Stressed Variance': np.float64(2632.9563755847626), 'Stressed Steady State Time': 10.0}",2.409999999999999,0.6125,0.7375,0.6,0.5125
"{'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': np.float64(2326.2660501299033), 'd': 1, 'label': 1}","{'Normal Mean': np.float64(5.389701492537314), 'Normal Variance': np.float64(1261.6711178213409), 'Normal Steady State Time': 10.0}",2.409999999999999,0.6125,0.7375,0.6,0.5125
