Parameter Sets,Stats,Variance Ratio,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5086940298507463, 'Stressed Variance': 189.2161184436957, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.235149253731343, 'Normal Variance': 1301.0554510971265, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.7375,0.475,0.65,0.4625,0.5875,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.4713805970149254, 'Stressed Variance': 213.32627048201158, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.1583208955223885, 'Normal Variance': 1279.658330016429, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.8125,0.525,0.725,0.5625,0.725,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5363432835820896, 'Stressed Variance': 195.03427618066388, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.288694029850746, 'Normal Variance': 1315.744006503397, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.75,0.6125,0.725,0.5625,0.6625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.371902985074627, 'Stressed Variance': 205.0815762293941, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.1763059701492535, 'Normal Variance': 1285.8085057571286, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.8375,0.6625,0.7375,0.6,0.725,0.575
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5182835820895522, 'Stressed Variance': 189.98071048674535, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.218582089552239, 'Normal Variance': 1295.3103561984851, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.775,0.6125,0.625,0.55,0.6375,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.41, 'Stressed Variance': 205.1652582089552, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.187574626865672, 'Normal Variance': 1272.5178381474157, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.7875,0.625,0.7375,0.5875,0.7125,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.3434701492537313, 'Stressed Variance': 160.44333422672088, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.317686567164179, 'Normal Variance': 1324.4011647972825, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.7375,0.525,0.6875,0.575,0.6875,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2413.19812601222, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.3717910447761195, 'Stressed Variance': 208.12677141902427, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.103320895522388, 'Normal Variance': 1243.279362105981, 'Normal Steady State Time': 10.0})",0.14999999999999997,0.8,0.625,0.7125,0.5625,0.65,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6338805970149253, 'Stressed Variance': 223.27871777678772, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.260037313432836, 'Normal Variance': 1299.8692089538317, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7375,0.6625,0.75,0.625,0.65,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.3241417910447761, 'Stressed Variance': 175.4620589649699, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.100111940298508, 'Normal Variance': 1264.4984477486635, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.725,0.5625,0.7375,0.5625,0.6875,0.3875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6604477611940298, 'Stressed Variance': 227.63500278458454, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.361082089552239, 'Normal Variance': 1325.635179426097, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7375,0.525,0.625,0.5,0.6125,0.6625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.3264925373134329, 'Stressed Variance': 189.17011904098908, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.179328358208955, 'Normal Variance': 1286.8800801459122, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7625,0.6375,0.675,0.5375,0.65,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6417164179104478, 'Stressed Variance': 223.89364780017817, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.369664179104477, 'Normal Variance': 1325.8338334693137, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7625,0.6125,0.7125,0.6625,0.6125,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.304813432835821, 'Stressed Variance': 171.5921260845957, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.169738805970149, 'Normal Variance': 1283.3096588870012, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.775,0.575,0.725,0.65,0.725,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6477985074626866, 'Stressed Variance': 227.89808097432612, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.37776119402985, 'Normal Variance': 1337.1184158832702, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.725,0.675,0.7,0.725,0.725,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.330223880597015, 'Stressed Variance': 189.45453427823568, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.237201492537314, 'Normal Variance': 1302.3236981385053, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7875,0.675,0.675,0.5875,0.725,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5989925373134328, 'Stressed Variance': 215.18363331337716, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.37, 'Normal Variance': 1332.0963089552238, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.7375,0.575,0.6625,0.6,0.6125,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2496.91761220154, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.2941417910447761, 'Stressed Variance': 170.76702538288035, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.197462686567164, 'Normal Variance': 1291.1142174426375, 'Normal Steady State Time': 10.0})",0.15999999999999998,0.775,0.6,0.65,0.6,0.7,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.4032089552238807, 'Stressed Variance': 181.83824343394969, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.135858208955224, 'Normal Variance': 1282.9990425470596, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8,0.6375,0.775,0.6625,0.7125,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5908208955223881, 'Stressed Variance': 243.4925724604589, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.159664179104477, 'Normal Variance': 1280.249022275284, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8125,0.65,0.7,0.6,0.7625,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5570522388059702, 'Stressed Variance': 197.44271519130095, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.200373134328358, 'Normal Variance': 1302.385372995099, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8125,0.7,0.7,0.7,0.775,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.579141791044776, 'Stressed Variance': 241.97791568138783, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.198208955223881, 'Normal Variance': 1291.1368326130537, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.7625,0.55,0.6625,0.5625,0.625,0.6
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.405820895522388, 'Stressed Variance': 182.30918999777234, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.358134328358209, 'Normal Variance': 1331.1883069670303, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.7875,0.675,0.6875,0.7125,0.7375,0.4125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5905970149253732, 'Stressed Variance': 242.5070906883493, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.174067164179104, 'Normal Variance': 1283.083693159668, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8125,0.575,0.6875,0.6125,0.725,0.6125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.523320895522388, 'Stressed Variance': 187.2704262850858, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.235559701492537, 'Normal Variance': 1300.4672355076298, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8,0.5875,0.7375,0.6,0.6875,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.593955223880597, 'Stressed Variance': 239.09497838605483, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.141305970149253, 'Normal Variance': 1274.1242490407108, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.7875,0.6625,0.6375,0.575,0.7,0.5625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5601492537313433, 'Stressed Variance': 197.16839699264872, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.299701492537314, 'Normal Variance': 1317.1765969258186, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8125,0.6625,0.8125,0.6625,0.7,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2577.91969014854, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.590858208955224, 'Stressed Variance': 243.74793881571622, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.181380597014925, 'Normal Variance': 1289.0116906312655, 'Normal Steady State Time': 10.0})",0.16999999999999998,0.8125,0.6625,0.675,0.5875,0.6875,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.575634328358209, 'Stressed Variance': 219.51345855285143, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.2252985074626865, 'Normal Variance': 1305.1575241646246, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.75,0.65,0.725,0.625,0.6125,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5538059701492537, 'Stressed Variance': 236.29777655936732, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.078320895522388, 'Normal Variance': 1254.0887538970262, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.7625,0.6125,0.6,0.6125,0.7,0.5875
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6461940298507463, 'Stressed Variance': 228.3800452160838, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.345186567164179, 'Normal Variance': 1321.03730145773, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.725,0.5375,0.6875,0.5625,0.6625,0.6375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.599141791044776, 'Stressed Variance': 242.904126129149, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.917686567164179, 'Normal Variance': 1184.9702394241478, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.65,0.45,0.6375,0.4375,0.5375,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5729850746268657, 'Stressed Variance': 219.47571795500116, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.23455223880597, 'Normal Variance': 1307.551104650256, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.8,0.725,0.6875,0.6875,0.7625,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.567686567164179, 'Stressed Variance': 236.0422095734017, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.19910447761194, 'Normal Variance': 1282.21319322789, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.7,0.55,0.625,0.5375,0.5625,0.5125
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.649813432835821, 'Stressed Variance': 223.65307832340167, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.356902985074627, 'Normal Variance': 1330.5130307070058, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.7625,0.6375,0.6875,0.5875,0.6375,0.3375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5471641791044777, 'Stressed Variance': 228.77202927155267, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.897313432835821, 'Normal Variance': 1174.2813211405658, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.6625,0.55,0.6375,0.4375,0.5625,0.5375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.655410447761194, 'Stressed Variance': 222.7131610255624, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.28294776119403, 'Normal Variance': 1304.008858474883, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.75,0.6,0.775,0.6625,0.6625,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2656.45295376916, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5798134328358209, 'Stressed Variance': 236.32795817414797, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.142686567164179, 'Normal Variance': 1267.4321778569838, 'Normal Steady State Time': 10.0})",0.17999999999999997,0.775,0.7,0.675,0.675,0.725,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6663432835820895, 'Stressed Variance': 237.93419558364891, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.266716417910448, 'Normal Variance': 1307.6978922031633, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.725,0.5875,0.625,0.625,0.6625,0.45
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5261194029850746, 'Stressed Variance': 218.31528792604146, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.121492537313433, 'Normal Variance': 1266.812329115616, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.75,0.65,0.725,0.55,0.7125,0.425
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5884328358208955, 'Stressed Variance': 219.10643336489196, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.1047388059701495, 'Normal Variance': 1269.5536193347627, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.775,0.5375,0.7625,0.5375,0.6875,0.4625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.495, 'Stressed Variance': 208.9473630597015, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.141529850746268, 'Normal Variance': 1275.7486633311985, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.775,0.6375,0.7,0.5625,0.6875,0.475
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6820149253731342, 'Stressed Variance': 241.36313922365784, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.325634328358209, 'Normal Variance': 1308.7014622841946, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.7625,0.625,0.7,0.575,0.725,0.525
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5180597014925372, 'Stressed Variance': 209.4172111606148, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.949440298507462, 'Normal Variance': 1248.017854164346, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.675,0.475,0.5125,0.5125,0.5375,0.55
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5778731343283583, 'Stressed Variance': 215.80199547644239, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.248992537313433, 'Normal Variance': 1302.7502042088995, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.7375,0.5125,0.65,0.5375,0.5875,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5626865671641792, 'Stressed Variance': 223.9897271107151, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.11089552238806, 'Normal Variance': 1263.6712842726665, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.75,0.6125,0.6125,0.4625,0.55,0.5
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.6854850746268657, 'Stressed Variance': 244.070744540822, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.313955223880597, 'Normal Variance': 1312.5798649532192, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.7375,0.525,0.6625,0.5875,0.625,0.625
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2732.73025787805, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.515, 'Stressed Variance': 209.30895410447764, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 4.936791044776119, 'Normal Variance': 1246.3551091055915, 'Normal Steady State Time': 10.0})",0.18999999999999995,0.675,0.475,0.525,0.525,0.5625,0.4375
"[{'sigma_u': 18.0, 'sigma_b': 0.01, 'rho': 2806.93552278202, 'd': 1.0, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 0.02, 'rho': 2321.54778054067, 'd': 1.0, 'label': 1}]","({'Stressed Mean': 1.5536194029850747, 'Stressed Variance': 191.2971995864892, 'Stressed Steady State Time': 10.0}, {'Normal Mean': 5.186679104477612, 'Normal Variance': 1290.4999643447873, 'Normal Steady State Time': 10.0})",0.19999999999999996,0.8,0.625,0.6625,0.5375,0.65,0.4375
