Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy,IY006B Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 2.0336791269199486, 'rho': 333.38034806422377, 'd': 0.7277944851954414, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.80257575757576, 'Stressed Variance': 716.2679933654729, 'Stressed Steady State Time': 13.740142586151373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8000000000000012,0.32,0.5760000000000004,1.0,0.625,0.975,0.625,0.7125,0.45,0.9375,1.0,0.5125,0.95,0.975
"[{'sigma_u': 18.0, 'sigma_b': 2.0336791269199486, 'rho': 333.38034806422377, 'd': 0.7277944851954414, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.80257575757576, 'Stressed Variance': 716.2679933654729, 'Stressed Steady State Time': 13.740142586151373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8000000000000012,0.32,0.5760000000000004,1.0,0.625,0.975,0.625,0.7125,0.45,0.9375,1.0,0.5125,0.95,0.975
"[{'sigma_u': 18.0, 'sigma_b': 2.0336791269199486, 'rho': 333.38034806422377, 'd': 0.7277944851954414, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.80257575757576, 'Stressed Variance': 716.2679933654729, 'Stressed Steady State Time': 13.740142586151373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8000000000000012,0.32,0.5760000000000004,1.0,0.625,0.975,0.625,0.7125,0.45,0.9375,1.0,0.5125,0.95,0.975
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 2.012014288809322, 'rho': 336.6369497796788, 'd': 0.7278620665713327, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.68526515151515, 'Stressed Variance': 733.0873434903007, 'Stressed Steady State Time': 13.738866825559414}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8100000000000007,0.32,0.5792000000000004,1.0,0.6,0.95,0.625,0.6375,0.45,0.8125,1.0,0.5375,1.0,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.990694419461697, 'rho': 339.9108957030834, 'd': 0.7279287148936795, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.409734848484845, 'Stressed Variance': 729.8692764448462, 'Stressed Steady State Time': 13.737608910593107}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8200000000000007,0.32,0.5824000000000004,1.0,0.625,1.0,0.6125,0.7375,0.45,0.825,1.0,0.5,0.9625,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9697121671693834, 'rho': 343.20219487908207, 'd': 0.7279944460772916, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.85045454545455, 'Stressed Variance': 734.0240755509642, 'Stressed Steady State Time': 13.736368531221315}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8300000000000007,0.32,0.5856000000000003,1.0,0.5,0.975,0.5375,0.675,0.45,0.8375,1.0,0.5,0.9375,0.9875
"[{'sigma_u': 18.0, 'sigma_b': 1.9490603751544013, 'rho': 346.5108557941302, 'd': 0.7280592764996874, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.9767803030303, 'Stressed Variance': 745.421847209309, 'Stressed Steady State Time': 13.735145369038223}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8400000000000007,0.32,0.5888000000000004,1.0,0.4625,0.9875,0.5625,0.7125,0.45,0.8,1.0,0.5125,0.95,1.0
"[{'sigma_u': 18.0, 'sigma_b': 1.9490603751544013, 'rho': 346.5108557941302, 'd': 0.7280592764996874, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.400818896483976, 'rho': 91.09946619101248, 'd': 0.7347427425708112, 'label': 1}]","({'Stressed Mean': 46.9767803030303, 'Stressed Variance': 745.421847209309, 'Stressed Steady State Time': 13.735145369038223}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205886499443})",1.8400000000000007,0.32,0.5888000000000004,1.0,0.4625,0.9875,0.5625,0.7125,0.45,0.8,1.0,0.5125,0.95,1.0
