Parameter Sets,Stats,CV Ratio,Normal CV,Stress CV,SVM (rbf) Accuracy,SVM (linear) Accuracy,Random Forest Accuracy,Logistic Regression Accuracy,MLP Accuracy,Random Classifier Accuracy,Vanilla LSTM Accuracy,IY001A Accuracy,Vanilla Transformer Accuracy,Full Transformer Accuracy
"[{'sigma_u': 18.0, 'sigma_b': 2.5838748790862156, 'rho': 268.980413128543, 'd': 0.7261261039280084, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.66791666666666, 'Stressed Variance': 558.9199858112374, 'Stressed Steady State Time': 13.77171257981857}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.590000000000001,0.32,0.5088000000000004,1.0,0.5875,0.95,0.6,0.6625,0.45,0.575,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.5838748790862156, 'rho': 268.980413128543, 'd': 0.7261261039280084, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.66791666666666, 'Stressed Variance': 558.9199858112374, 'Stressed Steady State Time': 13.77171257981857}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.590000000000001,0.32,0.5088000000000004,1.0,0.5875,0.95,0.6,0.6625,0.45,0.575,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.138068181818184, 'Stressed Variance': 582.9052174801998, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.45,0.95,0.4375,0.675,0.45,0.8125,1.0,0.5,0.9125
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.552829980127806, 'rho': 271.8752056861086, 'd': 0.7262178373897042, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11352272727273, 'Stressed Variance': 579.0295747116046, 'Stressed Steady State Time': 13.769972982133986}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.600000000000001,0.32,0.5120000000000003,1.0,0.575,0.95,0.5375,0.6625,0.45,0.7125,1.0,0.5125,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 47.11893939393939, 'Stressed Variance': 582.1064594811753, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5625,0.9625,0.6125,0.7125,0.45,0.775,1.0,0.475,0.975
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.5223452862612263, 'rho': 274.78710419431974, 'd': 0.7263081900994177, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.92901515151515, 'Stressed Variance': 590.427006605831, 'Stressed Steady State Time': 13.768259998047373}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.610000000000001,0.32,0.5152000000000003,1.0,0.5,0.975,0.4875,0.525,0.45,0.5875,1.0,0.525,0.9
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.70136363636364, 'Stressed Variance': 585.1031648071626, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.525,0.95,0.5625,0.6,0.45,0.5875,1.0,0.5125,0.9375
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.4924071618857493, 'rho': 277.7161230342912, 'd': 0.7263971894845623, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.55015151515151, 'Stressed Variance': 580.9250605831038, 'Stressed Steady State Time': 13.766573088059179}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.620000000000001,0.32,0.5184000000000003,1.0,0.45,0.9375,0.4875,0.6375,0.45,0.7125,1.0,0.525,0.95
"[{'sigma_u': 18.0, 'sigma_b': 2.463002392405362, 'rho': 280.6622758440956, 'd': 0.7264848604723132, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.61746212121212, 'Stressed Variance': 598.2113541652319, 'Stressed Steady State Time': 13.764911760857137}, {'Normal Mean': 46.42189393939394, 'Normal Variance': 221.9824600493572, 'Normal Steady State Time': 13.610205889568428})",1.630000000000001,0.32,0.5216000000000003,1.0,0.5,0.9625,0.525,0.575,0.45,0.575,1.0,0.55,0.4
"[{'sigma_u': 18.0, 'sigma_b': 2.463002392405362, 'rho': 280.6622758440956, 'd': 0.7264848604723132, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.720681818181816, 'Stressed Variance': 598.5800116563361, 'Stressed Steady State Time': 13.764911760857137}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.630000000000001,0.32,0.5216000000000003,1.0,0.55,0.9375,0.5375,0.6625,0.45,0.575,1.0,0.525,0.9625
"[{'sigma_u': 18.0, 'sigma_b': 2.463002392405362, 'rho': 280.6622758440956, 'd': 0.7264848604723132, 'label': 0}, {'sigma_u': 9.0, 'sigma_b': 5.4008188932139225, 'rho': 91.09946611344435, 'd': 0.734742742405133, 'label': 1}]","({'Stressed Mean': 46.720681818181816, 'Stressed Variance': 598.5800116563361, 'Stressed Steady State Time': 13.764911760857137}, {'Normal Mean': 46.355037878787876, 'Normal Variance': 220.61421325614097, 'Normal Steady State Time': 13.610205889568428})",1.630000000000001,0.32,0.5216000000000003,1.0,0.55,0.9375,0.5375,0.6625,0.45,0.575,1.0,0.525,0.9625
